"ClaimID","Remove","ObjectID","PropertyID","PropertyValue","SourceID","TimeStamp"
"13867369","","9780072261943","AuthorsNamesList","Ron Hardman, Michael McLaughlin","Blackwell Online","null"
"13867370","","9780072261943","AuthorsNamesList","Hardman, Ron","Powell's  Books","null"
"13867371","","9780072261943","AuthorsNamesList","Ron Hardman, Michael McLaughlin","Odeon Books","null"
"13867372","","9780072261943","AuthorsNamesList","HARDMAN, RON","Mellon's Books","null"
"13867373","","9780072261943","AuthorsNamesList","Hardman, Ron","FREE U.S. AIR SHIPPING @ thebookcompany","null"
"13867374","","9780072261943","AuthorsNamesList","HARDMAN, RON MCLAUGHLIN, MICHAEL","Stratford Books","null"
"13867375","","9780072261943","AuthorsNamesList","Hardman, Ron","FREE U.S. AIR SHIPPING @ thebookcompany","null"
"13867376","","9780072261943","AuthorsNamesList","Ron Hardman, Michael McLaughlin","Marando.de Versandbuchhandlung","null"
"13867377","","9780072261943","AuthorsNamesList","Hardman, Ron; McLaughlin, Michael","COBU GmbH & Co. KG","null"
"13867378","","9780072261943","AuthorsNamesList","Ron Hardman, Michael McLaughlin","AHA-BUCH","null"
"13867379","","9780072261943","AuthorsNamesList","Ron Hardman, Michael McLaughlin","Blackwell Online","null"
"13867380","","9780072261943","AuthorsNamesList","Ron Hardman, Michael McLaughlin","paperbackworld.de","null"
"13867381","","9780072261943","AuthorsNamesList","Hardman, Ron; McLaughlin, Michael","Morgenstundt Buch & Kunst","null"
"13867382","","9780072261943","AuthorsNamesList","Hardman, Ron McLaughlin, Michael","Versandantiquariat Robert A. Mueller","null"
"13867383","","9780072261943","AuthorsNamesList","Ron Hardman","Bobs Books","null"
"13867384","","9780072261943","AuthorsNamesList","HARDMAN, RON MCLAUGHLIN, MICHAEL","Bobs Books","null"
"13867385","","9780072261943","AuthorsNamesList","Hardman, Ron; McLaughlin, Michael","Bobs Books","null"
"13867386","","9780072261943","AuthorsNamesList","Hardman, Ron; McLaughlin, Michael","Books Down Under","null"
"13867387","","9780072261943","AuthorsNamesList","Hardman, Ron","Limelight Bookshop","null"
"13867388","","9780073304274","AuthorsNamesList","BRADLEY","Indoo.com","null"
"13867389","","9780073304274","AuthorsNamesList","Julia Case Bradley, Anita C Millspaugh","A1Books","null"
"13867390","","9780073304274","AuthorsNamesList","BRADLEY","textbookxdotcom","null"
"13867391","","9780073304274","AuthorsNamesList","Julia Case Bradley; Anita C Millspaugh","Livrenoir","null"
"13867392","","9780072230666","AuthorsNamesList","URMAN","Technischer Overseas Pvt. Ltd.","null"
"13867393","","9780072230666","AuthorsNamesList","URMAN","Indoo.com","null"
"13867394","","9780072230666","AuthorsNamesList","Urman, Scott","Caiman","null"
"13867395","","9780072230666","AuthorsNamesList","Urman, Scott","Browns Books","null"
"13867396","","9780072230666","AuthorsNamesList","Michael McLaughlin","textbookxdotcom","null"
"13867397","","9780072230666","AuthorsNamesList","Scott Urman, Ron Hardman, Michael McLaughlin","A1Books","null"
"13867398","","9780072230666","AuthorsNamesList","Scott Urman, Ron Hardman, Michael McLaughlin","A1Books","null"
"13867399","","9780072230666","AuthorsNamesList","Urman, Scott","Striped Ostrich","null"
"13867400","","9780072230666","AuthorsNamesList","Urman, Scott; Hardman, Ron; McLaughlin, Michael","Kayleighbug","null"
"13867401","","9780072230666","AuthorsNamesList","Urman, Scott; Hardman, Ron; McLaughlin, Michael","Kayleighbug Books","null"
"13867402","","9780072230666","AuthorsNamesList","Scott Urman, et al","Papamedia.com","null"
"13867403","","9780072230666","AuthorsNamesList","Scott Urman, Ron Hardman, Michael McLaughlin","Odeon Books","null"
"13867404","","9780072230666","AuthorsNamesList","Scott Urman, Ron Hardman, Michael McLaughlin","Blackwell Online","null"
"13867405","","9780072230666","AuthorsNamesList","Urman, Scott","Powell's  Books","null"
"13867406","","9780072230666","AuthorsNamesList","URMAN, SCOTT HARDMAN, RON MCLAUGHLIN, MICHAEL","Quartermelon","null"
"13867407","","9780072230666","AuthorsNamesList","URMAN, SCOTT","Mellon's Books","null"
"13867408","","9780072230666","AuthorsNamesList","Urman, Scott","TheBookCom","null"
"13867409","","9780072230666","AuthorsNamesList","URMAN, SCOTT HARDMAN, RON MCLAUGHLIN, MICHAEL","Stratford Books","null"
"13867410","","9780072230666","AuthorsNamesList","Urman, Scott","TheBookCom","null"
"13867411","","9780072230666","AuthorsNamesList","Urman, Scott","FREE U.S. AIR SHIPPING @ thebookcompany","null"
"13867412","","9780072230666","AuthorsNamesList","Scott Urman, Ron Hardman, Michael McLaughlin","AHA-BUCH","null"
"13867413","","9780072230666","AuthorsNamesList","Urman, Scott; Hardman, Ron; McLaughlin, Michael","COBU GmbH & Co. KG","null"
"13867414","","9780072230666","AuthorsNamesList","Scott Urman, Ron Hardman, Michael McLaughlin","Marando.de Versandbuchhandlung","null"
"13867415","","9780072230666","AuthorsNamesList","Urman, Scott","FREE U.S. AIR SHIPPING @ thebookcompany","null"
"13867416","","9780072230666","AuthorsNamesList","URMAN, SCOTT HARDMAN, RON MCLAUGHLIN, MICHAEL","Bobs Books","null"
"13867417","","9780072230666","AuthorsNamesList","Scott Urman; Ron Hardman; Michael McLaughlin","Bobs Books","null"
"13867418","","9780072230666","AuthorsNamesList","Urman, Scott/ Hardman, Ron/ McLaughlin, Michael/ Hartman, Ron","Revaluation Books","null"
"13867419","","9780072230666","AuthorsNamesList","Scott Urman; Ron Hardman; Michael McLaughlin","Books Down Under","null"
"13867420","","9780072230666","AuthorsNamesList","Urman, Scott","Limelight Bookshop","null"
"13867421","","9780072263350","AuthorsNamesList","BATES","Indoo.com","null"
"13867422","","9780072263350","AuthorsNamesList","Regis ""Bud"" J. Bates, Donald W. Gregory","A1Books","null"
"13867423","","9780072263350","AuthorsNamesList","Regis ""Bud"" J. Bates, Donald W. Gregory","A1Books","null"
"13867424","","9780072263350","AuthorsNamesList","Bates, Regis ""Bud""/ Gregory, Donald W.","Caiman","null"
"13867425","","9780072263350","AuthorsNamesList","Bates, Regis ""Bud""/ Gregory, Donald W.","Revaluation Books","null"
"13867426","","9780072259605","AuthorsNamesList","KOLETZKE/MILLS","Indoo.com","null"
"13867427","","9780072259605","AuthorsNamesList","Koletzke, Peter","Caiman","null"
"13867428","","9780072259605","AuthorsNamesList","Koletzke, Peter, and Mills, Duncan","Movies With A Smile","null"
"13867429","","9780072259605","AuthorsNamesList","Peter Koletzke, Duncan Mills","A1Books","null"
"13867430","","9780072259605","AuthorsNamesList","Koletzke, Peter/ Mills, Duncan","Books2Anywhere.com","null"
"13867431","","9780072259605","AuthorsNamesList","Koletzke, Peter; Mills, Duncan","AlphaCraze.com","null"
"13867432","","9780072259605","AuthorsNamesList","Koletzke, Peter; Mills, Duncan","AlphaCraze.com","null"
"13867433","","9780072259605","AuthorsNamesList","Koletzke, Peter/ Mills, Duncan","Paperbackshop-US","null"
"13867434","","9780072259605","AuthorsNamesList","Koletzke, Peter; Mills, Duncan","DVD Legacy","null"
"13867435","","9780072259605","AuthorsNamesList","Peter Koletzke","The Book Depository","null"
"13867436","","9780072259605","AuthorsNamesList","Peter Koletzke, Duncan Mills","A1Books","null"
"13867437","","9780072259605","AuthorsNamesList","Koletzke, Peter; Mills, Duncan","textbookxdotcom","null"
"13867438","","9780072259605","AuthorsNamesList","Koletzke, Peter; Mills, Duncan","Henry's Biz Books","null"
"13867439","","9780072259605","AuthorsNamesList","Koletzke, Peter; Mills, Duncan","Annex Books Inc","null"
"13867440","","9780072259605","AuthorsNamesList","Peter Koletzke; Duncan Mills","Players Quest","null"
"13867441","","9780072259605","AuthorsNamesList","Peter Koletzke, Duncan Mills","A1Books","null"
"13867442","","9780072259605","AuthorsNamesList","Koletzke, Peter; Mills, Duncan","textbookxdotcom","null"
"13867443","","9780072259605","AuthorsNamesList","Koletzke, Peter/ Mills, Duncan","Striped Ostrich","null"
"13867444","","9780072259605","AuthorsNamesList","Koletzke- Peter/ Mills- Duncan","Cornwall Discount Books","null"
"13867445","","9780072259605","AuthorsNamesList","Koletzke, Peter; Mills, Duncan","Kayleighbug","null"
"13867446","","9780072259605","AuthorsNamesList","Koletzke, Peter; Mills, Duncan","Kayleighbug Books","null"
"13867447","","9780072259605","AuthorsNamesList","Koletzke, Peter; Mills, Duncan","THESAINTBOOKSTORE","null"
"13867448","","9780072259605","AuthorsNamesList","Koletzke, Peter","TheBookCom","null"
"13867449","","9780072259605","AuthorsNamesList","Peter Koletzke, Duncan Mills","Blackwell Online","null"
"13867450","","9780072259605","AuthorsNamesList","Koletzke, Peter","Powell's  Books","null"
"13867451","","9780072259605","AuthorsNamesList","Peter Koletzke, Duncan Mills","Odeon Books","null"
"13867452","","9780072259605","AuthorsNamesList","Koletzke, Peter","Powell's  Books","null"
"13867453","","9780072259605","AuthorsNamesList","Koletzke, Peter; Mills, Duncan","Englishbookservice.com GTI GmbH","null"
"13867454","","9780072259605","AuthorsNamesList","Koletzke, Peter","FREE U.S. AIR SHIPPING @ thebookcompany","null"
"13867455","","9780072259605","AuthorsNamesList","Peter Koletzke, Duncan Mills","paperbackworld.de","null"
"13867456","","9780072259605","AuthorsNamesList","Peter Koletzke, Duncan Mills","Marando.de Versandbuchhandlung","null"
"13867457","","9780072259605","AuthorsNamesList","Peter Koletzke, Duncan Mills","AHA-BUCH","null"
"13867458","","9780072259605","AuthorsNamesList","Koletzke, Peter (Author) Mills, Duncan (Author)","Quartermelon","null"
"13867459","","9780072259605","AuthorsNamesList","Peter Koletzke, Duncan Mills","Blackwell Online","null"
"13867460","","9780072259605","AuthorsNamesList","Koletzke, Peter Mills, Duncan","Versandantiquariat Robert A. Mueller","null"
"13867461","","9780072259605","AuthorsNamesList","Koletzke, Peter; Mills, Duncan","Morgenstundt Buch & Kunst","null"
"13867462","","9780072259605","AuthorsNamesList","Koletzke, Peter (Author) Mills, Duncan (Author)","Stratford Books","null"
"13867463","","9780072259605","AuthorsNamesList","Peter Koletzke","Bobs Books","null"
"13867464","","9780072259605","AuthorsNamesList","Koletzke, Peter/ Mills, Duncan","Revaluation Books","null"
"13867465","","9780072259605","AuthorsNamesList","Koletzke, Peter; Mills, Duncan","Books Down Under","null"
"13867466","","9780072259605","AuthorsNamesList","Koletzke, Peter; Mills, Duncan","Bobs Books","null"
"13867467","","9780072259605","AuthorsNamesList","Koletzke, Peter","Limelight Bookshop","null"
"13867468","","9780072500172","AuthorsNamesList","Kenneth Laudon","Bookbyte / Norwest Textbooks","null"
"13867469","","9780072500172","AuthorsNamesList","Kenneth Laudon","Bookbyte / Norwest Textbooks","null"
"13867470","","9780072500172","AuthorsNamesList","Kenneth Laudon","Bookbyte / Norwest Textbooks","null"
"13867471","","9780072500172","AuthorsNamesList","Kenneth Laudon","Bookbyte / Norwest Textbooks","null"
"13867472","","9780072500172","AuthorsNamesList","Kenneth Laudon","Bookbyte / Norwest Textbooks","null"
"13867473","","9780072500172","AuthorsNamesList","Kenneth Laudon","Bookbyte / Norwest Textbooks","null"
"13867474","","9780072500172","AuthorsNamesList","Kenneth Laudon","Bookbyte / Norwest Textbooks","null"
"13867475","","9780072500172","AuthorsNamesList","Laudon, Kenneth","College Book Service","null"
"13867476","","9780072500172","AuthorsNamesList","Laudon, Kenneth; Eiseman, Jason; Rosenblatt, Kenneth","Collegebooksdirect.com","null"
"13867477","","9780072830583","AuthorsNamesList","Haag","textbooksNow","null"
"13867478","","9780072830583","AuthorsNamesList","HAAG","OPOE-ABE Books","null"
"13867479","","9780072830583","AuthorsNamesList","HAAG","Indoo.com","null"
"13867480","","9780072830583","AuthorsNamesList","Stephen Haag, James T Perry, Merrill Wells","A1Books","null"
"13867481","","9780072830583","AuthorsNamesList","Stephen Haag","textbookxdotcom","null"
"13867482","","9780072830583","AuthorsNamesList","Haag, Stephen","Caiman","null"
"13867483","","9780072830583","AuthorsNamesList","Stephen Haag, James T Perry, Merrill Wells","A1Books","null"
"13867484","","9780072830583","AuthorsNamesList","Haag, Stephen","Browns Books","null"
"13867485","","9780072830583","AuthorsNamesList","HAAG, STEPHEN","SWOOP","null"
"13867486","","9780072830583","AuthorsNamesList","HAAG, STEPHEN","Mellon's Books","null"
"13867487","","9780072830583","AuthorsNamesList","Haag, Stephen","TheBookCom","null"
"13867488","","9780072830583","AuthorsNamesList","HAAG, STEPHEN PERRY, JAMES WELLS, MERRILL","Quartermelon","null"
"13867489","","9780072830583","AuthorsNamesList","Haag, Stephen Perry, James T. Wells, Merrill","Blackwell Online","null"
"13867490","","9780072830583","AuthorsNamesList","Haag, Stephen; Perry, James T; Wells, Merrill","THESAINTBOOKSTORE","null"
"13867491","","9780072830583","AuthorsNamesList","Haag, Stephen","FREE U.S. AIR SHIPPING @ thebookcompany","null"
"13867492","","9780072830583","AuthorsNamesList","Haag, Stephen/ Perry, James T./ Wells, Merrill","Revaluation Books","null"
"13867493","","9780072830583","AuthorsNamesList","Stephen Haag, James T Perry, Merrill Wells","A1Books","null"
"13867494","","9780072830583","AuthorsNamesList","HAAG, STEPHEN PERRY, JAMES WELLS, MERRILL","Stratford Books","null"
"13867495","","9780072830583","AuthorsNamesList","HAAG, STEPHEN PERRY, JAMES WELLS, MERRILL","Bobs Books","null"
"13867496","","9780072830583","AuthorsNamesList","Haag, Stephen","Limelight Bookshop","null"
"13867497","","9780072976755","AuthorsNamesList","Yunus A. Cengel, Robert H. Turner, Yunus Cengel, Robert Turn","Govind Garg","null"
"13867498","","9780072976755","AuthorsNamesList","Yunus A. Cengel&nbsp;&nbsp;Robert H. Turner","isedeals","null"
"13867499","","9780072976755","AuthorsNamesList","Cengel, Yunus A.; Turner, Robert","ProService","null"
"13867500","","9780072976755","AuthorsNamesList","Yunus A. Cengel, Robert H. Turner, Yunus Cengel, Robert Turn","Cobain LLC","null"
"13867501","","9780072976755","AuthorsNamesList","Cengel, Yunus A.; Turner, Robert","Covenant International Inc.","null"
"13867502","","9780072976755","AuthorsNamesList","Yunus A. Cengel|Robert H. Turner|Yunus Cengel|Robert Turner","www.textbooksrus.com","null"
"13867503","","9780072976755","AuthorsNamesList","Cengel, Yunus A.; Turner, Robert","brandnewtextbooks","null"
"13867504","","9780072976755","AuthorsNamesList","Cengel, Yunus A.; Turner, Robert","brandnewtextbooks","null"
"13867505","","9780072976755","AuthorsNamesList","CENGEL","boox2relyon","null"
"13867506","","9780072976755","AuthorsNamesList","Cengel, Yunus A.","Bookbyte / Norwest Textbooks","null"
"13867507","","9780072976755","AuthorsNamesList","Yunus Cengel; Robert Turner","Bobs Books","null"
"13867508","","9780072976755","AuthorsNamesList","Yunus Cengel; Robert Turner","Books Down Under","null"
"13867509","","9780072976755","AuthorsNamesList","Cengel","textbooksNow","null"
"13867510","","9780072976755","AuthorsNamesList","CENGEL","Indoo.com","null"
"13867511","","9780072976755","AuthorsNamesList","Yunus A. Cengel, Robert H. Turner, Yunus Cengel, Robert Turner","A1Books","null"
"13867512","","9780072976755","AuthorsNamesList","Robert Turner","textbookxdotcom","null"
"13867513","","9780072976755","AuthorsNamesList","Cengel, Yunus A./ Turner, Robert","Caiman","null"
"13867514","","9780072976755","AuthorsNamesList","Cengel, Yunus A. Turner, Robert H.","Blackwell Online","null"
"13867515","","9780072976755","AuthorsNamesList","Cengel, Yunus A./ Turner, Robert","Books2Anywhere.com","null"
"13867516","","9780072976755","AuthorsNamesList","Yunus A. Cengel, et al","Papamedia.com","null"
"13867517","","9780072976755","AuthorsNamesList","Cengel, Yunus A./ Turner, Robert H.","Revaluation Books","null"
"13867518","","9780070089853","AuthorsNamesList","Richard Budynas","www.textbooksrus.com","null"
"13867519","","9780070089853","AuthorsNamesList","Budynas, Richard G.","BOOKFORYOU","null"
"13867520","","9780070089853","AuthorsNamesList","BUDYNAS","LGTextbooks.com","null"
"13867521","","9780070089853","AuthorsNamesList","Budynas, Richard G.","Alinonline","null"
"13867522","","9780070089853","AuthorsNamesList","Budynas, Richard G.","Alinonline","null"
"13867523","","9780070089853","AuthorsNamesList","Budynas, Richard","Borgasorus Books, Inc","null"
"13867524","","9780070089853","AuthorsNamesList","BUDYNAS","boox2relyon","null"
"13867525","","9780070089853","AuthorsNamesList","Budynas","textbooksNow","null"
"13867526","","9780070089853","AuthorsNamesList","Richard Budynas","Books R us","null"
"13867527","","9780070089853","AuthorsNamesList","Budynas","textbooksNow","null"
"13867528","","9780070089853","AuthorsNamesList","BUDYNAS","Indoo.com","null"
"13867529","","9780070089853","AuthorsNamesList","Richard G. Budynas","A1Books","null"
"13867530","","9780070089853","AuthorsNamesList","Richard G. Budynas","textbookxdotcom","null"
"13867531","","9780070089853","AuthorsNamesList","Budynas, Richard G.","Caiman","null"
"13867532","","9780070089853","AuthorsNamesList","Richard Budynas","Papamedia.com","null"
"13867533","","9780070089853","AuthorsNamesList","Budynas, Richard G.","Revaluation Books","null"
"13867534","","9780123705921","AuthorsNamesList","Guttman, Michael Parodi, John","A1Books","null"
"13867535","","9780123705921","AuthorsNamesList","Guttman, Michael","Chapterhouse Books Online BA","null"
"13867536","","9780123695130","AuthorsNamesList","Cohen, Frank","A1Books","null"
"13867537","","9780123695130","AuthorsNamesList","Cohen, Frank","Caiman","null"
"13867538","","9780123695130","AuthorsNamesList","Cohen, Frank","A1Books","null"
"13867539","","9780123695130","AuthorsNamesList","Frank Cohen","Book Lovers USA","null"
"13867540","","9780123695130","AuthorsNamesList","Cohen, Frank","Annex Books Inc","null"
"13867541","","9780123695130","AuthorsNamesList","Cohen, Frank","Powell's  Books","null"
"13867542","","9780123695130","AuthorsNamesList","Cohen, Frank","Powell's  Books","null"
"13867543","","9780123695130","AuthorsNamesList","Cohen, Frank","Powell's  Books","null"
"13867544","","9780123695130","AuthorsNamesList","Cohen, Frank","Blackwell Online","null"
"13867545","","9780123695130","AuthorsNamesList","Cohen, Frank","Revaluation Books","null"
"13867546","","9780123695130","AuthorsNamesList","Cohen, Frank","Limelight Bookshop","null"
"13867547","","9780123705938","AuthorsNamesList","Betz, Charles T.","A1Books","null"
"13867548","","9780123705938","AuthorsNamesList","Betz, Charles T.","A1Books","null"
"13867549","","9780123705938","AuthorsNamesList","Betz, Charles","Caiman","null"
"13867550","","9780123705938","AuthorsNamesList","Betz, Charles T.","Powell's  Books","null"
"13867551","","9780123705938","AuthorsNamesList","Betz, Charles T","Powell's  Books","null"
"13867552","","9780123705938","AuthorsNamesList","Betz, Charles T.","Blackwell Online","null"
"13867553","","9780123705938","AuthorsNamesList","Betz, Charles T","Chapterhouse Books Online BA","null"
"13867554","","9780123705938","AuthorsNamesList","Betz, Charles T.","Blackwell Online","null"
"13867555","","9780123705938","AuthorsNamesList","BETZ, CHARLES T.","LAKESIDE BOOKS","null"
"13867556","","9780123705938","AuthorsNamesList","BETZ, CHARLES T.","LAKESIDE BOOKS","null"
"13867557","","9780123705938","AuthorsNamesList","Charles T., Betz","SWOOP","null"
"13867558","","9780123705938","AuthorsNamesList","Betz, Charles T.","TheBookCom","null"
"13867559","","9780123705938","AuthorsNamesList","Betz, Charles T.","Versandantiquariat Robert A. Mueller","null"
"13867560","","9780123705938","AuthorsNamesList","Charles T. Betz","The Book Depository","null"
"13867561","","9780123705938","AuthorsNamesList","Betz, Charles T.","FREE POSTAGE ! @thebookcompany","null"
"13867562","","9780123705938","AuthorsNamesList","Betz, Charles T.","Revaluation Books","null"
"13867563","","9780123705938","AuthorsNamesList","Betz,Charles","Books Down Under","null"
"13867564","","9780123705938","AuthorsNamesList","Charles T. Betz","Bobs Books","null"
"13867565","","9780123705938","AuthorsNamesList","Betz, Charles T.","Limelight Bookshop","null"
"13867566","","9780123705938","AuthorsNamesList","Betz,Charles","Bobs Books","null"
"13867567","","9781555583408","AuthorsNamesList","de Clercq, Jan Grillenmeier, Guido","A1Books","null"
"13867568","","9781555583408","AuthorsNamesList","de Clercq, Jan","Caiman","null"
"13867569","","9781555583408","AuthorsNamesList","Clercq, Jan De; Grillenmeier, Guido","AlphaCraze.com","null"
"13867570","","9781555583408","AuthorsNamesList","Clercq, Jan De; Grillenmeier, Guido","AlphaCraze.com","null"
"13867571","","9781555583408","AuthorsNamesList","De Clercq, Jan","Powell's  Books","null"
"13867572","","9781555583408","AuthorsNamesList","de Clercq, Jan Grillenmeier, Guido","A1Books","null"
"13867573","","9781555583408","AuthorsNamesList","Jan De Clercq; Guido Grillenmeier","Players Quest","null"
"13867574","","9781555583408","AuthorsNamesList","Jan De Clercq; Guido Grillenmeier","Book Lovers USA","null"
"13867575","","9781555583408","AuthorsNamesList","By (author) De Clercq, Jan By (author) Grillenmeier, Guido","Quartermelon","null"
"13867576","","9781555583408","AuthorsNamesList","CLERCQ, JAN DE GRILLENMEIER, GUIDO","Quartermelon","null"
"13867577","","9781555583408","AuthorsNamesList","De Clercq, Jan","College Book Service","null"
"13867578","","9781555583408","AuthorsNamesList","Clercq, Jan de","Browns Books","null"
"13867579","","9781555583408","AuthorsNamesList","De Clercq, Jan","Paperbackshop-US","null"
"13867580","","9781555583408","AuthorsNamesList","de Clercq, Jan Grillenmeier, Guido","A1Books","null"
"13867581","","9781555583408","AuthorsNamesList","de Clercq, Jan Grillenmeier, Guido","Blackwell Online","null"
"13867582","","9781555583408","AuthorsNamesList","CLERCQ, JAN DEGRILLENMEIER, GUIDO","LAKESIDE BOOKS","null"
"13867583","","9781555583408","AuthorsNamesList","CLERCQ, JAN DEGRILLENMEIER, GUIDO","LAKESIDE BOOKS","null"
"13867584","","9781555583408","AuthorsNamesList","By (author) De Clercq, Jan By (author) Grillenmeier, Guido","Stratford Books","null"
"13867585","","9781555583408","AuthorsNamesList","Clercq, Jan De","TheBookCom","null"
"13867586","","9781555583408","AuthorsNamesList","Clercq, Jan de Grillenmeier, Guido","Versandantiquariat Robert A. Mueller","null"
"13867587","","9781555583408","AuthorsNamesList","Jan DeClercq, Grillenmeier","AHA-BUCH","null"
"13867588","","9781555583408","AuthorsNamesList","de Clercq, Jan Grillenmeier, Guido","A1Books","null"
"13867589","","9781555583408","AuthorsNamesList","De Clercq","The Book Depository","null"
"13867590","","9781555583408","AuthorsNamesList","Clercq, Jan De","FREE POSTAGE ! @thebookcompany","null"
"13867591","","9781555583408","AuthorsNamesList","de Clercq, Jan (Author) Grillenmeier, Guido (Author)","Quartermelon","null"
"13867592","","9781555583408","AuthorsNamesList","Rackley","Bobs Books","null"
